#Wavelength[nm]	AOI 25 deg
2867	0.00118
2866	0.00118
2865	0.00119
2864	0.00119
2863	0.00119
2862	0.00119
2861	0.0012
2860	0.0012
2859	0.00121
2858	0.00121
2857	0.00121
2856	0.00122
2855	0.00123
2854	0.00123
2853	0.00124
2852	0.00124
2851	0.00125
2850	0.00126
2849	0.00126
2848	0.00127
2847	0.00127
2846	0.00128
2845	0.00129
2844	0.00129
2843	0.0013
2842	0.00131
2841	0.00131
2840	0.00132
2839	0.00133
2838	0.00134
2837	0.00135
2836	0.00136
2835	0.00136
2834	0.00137
2833	0.00138
2832	0.00139
2831	0.0014
2830	0.0014
2829	0.0014
2828	0.0014
2827	0.0014
2826	0.0014
2825	0.00139
2824	0.00138
2823	0.00138
2822	0.00137
2821	0.00136
2820	0.00136
2819	0.00135
2818	0.00135
2817	0.00134
2816	0.00134
2815	0.00134
2814	0.00134
2813	0.00134
2812	0.00134
2811	0.00135
2810	0.00136
2809	0.00136
2808	0.00137
2807	0.00138
2806	0.00139
2805	0.00141
2804	0.00142
2803	0.00142
2802	0.00143
2801	0.00143
2800	0.00144
2799	0.00143
2798	0.00143
2797	0.00143
2796	0.00142
2795	0.00141
2794	0.00141
2793	0.0014
2792	0.0014
2791	0.0014
2790	0.00141
2789	0.00141
2788	0.00142
2787	0.00142
2786	0.00143
2785	0.00144
2784	0.00145
2783	0.00146
2782	0.00148
2781	0.00149
2780	0.00151
2779	0.00153
2778	0.00155
2777	0.00157
2776	0.00159
2775	0.00161
2774	0.00163
2773	0.00165
2772	0.00167
2771	0.00168
2770	0.00168
2769	0.00168
2768	0.00168
2767	0.00168
2766	0.00168
2765	0.00168
2764	0.00167
2763	0.00167
2762	0.00167
2761	0.00166
2760	0.00165
2759	0.00165
2758	0.00164
2757	0.00163
2756	0.00162
2755	0.00161
2754	0.0016
2753	0.00159
2752	0.00158
2751	0.00157
2750	0.00155
2749	0.00154
2748	0.00153
2747	0.00152
2746	0.00152
2745	0.00152
2744	0.00152
2743	0.00153
2742	0.00154
2741	0.00156
2740	0.00157
2739	0.00158
2738	0.00159
2737	0.00157
2736	0.00154
2735	0.00149
2734	0.00143
2733	0.00135
2732	0.00128
2731	0.00121
2730	0.00115
2729	0.00109
2728	0.00105
2727	0.00102
2726	0.00099
2725	0.00098
2724	0.00097
2723	0.00097
2722	0.00098
2721	0.00099
2720	0.001
2719	0.00101
2718	0.00103
2717	0.00104
2716	0.00106
2715	0.00107
2714	0.00109
2713	0.0011
2712	0.00111
2711	0.00111
2710	0.00111
2709	0.00111
2708	0.0011
2707	0.00108
2706	0.00106
2705	0.00104
2704	0.00101
2703	0.00097
2702	0.00094
2701	0.00091
2700	0.00088
2699	0.00086
2698	0.00084
2697	0.00083
2696	0.00082
2695	0.00082
2694	0.00081
2693	0.00081
2692	0.00081
2691	0.00081
2690	0.00081
2689	0.00081
2688	0.00081
2687	0.00081
2686	0.00081
2685	0.00081
2684	0.0008
2683	0.00079
2682	0.00078
2681	0.00077
2680	0.00075
2679	0.00072
2678	0.00069
2677	0.00066
2676	0.00062
2675	0.00058
2674	0.00054
2673	0.0005
2672	0.00047
2671	0.00044
2670	0.00041
2669	0.00039
2668	0.00036
2667	0.00033
2666	0.0003
2665	0.00027
2664	0.00025
2663	0.00023
2662	0.00021
2661	0.00019
2660	0.00018
2659	0.00017
2658	0.00016
2657	0.00015
2656	0.00014
2655	0.00014
2654	0.00013
2653	0.00013
2652	0.00012
2651	0.00012
2650	0.00012
2649	0.00011
2648	0.00011
2647	0.00011
2646	0.00011
2645	0.00011
2644	0.0001
2643	0.0001
2642	0.0001
2641	0.0001
2640	0.0001
2639	0.0001
2638	0.0001
2637	0.0001
2636	0.00009
2635	0.00009
2634	0.00009
2633	0.00009
2632	0.00009
2631	0.00009
2630	0.00009
2629	0.00009
2628	0.00009
2627	0.00009
2626	0.00009
2625	0.00009
2624	0.00009
2623	0.00009
2622	0.00009
2621	0.00009
2620	0.00009
2619	0.00009
2618	0.00009
2617	0.00009
2616	0.00009
2615	0.00009
2614	0.00009
2613	0.00009
2612	0.00009
2611	0.00009
2610	0.00009
2609	0.00009
2608	0.00008
2607	0.00008
2606	0.00008
2605	0.00008
2604	0.00008
2603	0.00008
2602	0.00008
2601	0.00008
2600	0.00008
2599	0.00008
2598	0.00008
2597	0.00008
2596	0.00008
2595	0.00008
2594	0.00007
2593	0.00007
2592	0.00007
2591	0.00007
2590	0.00007
2589	0.00007
2588	0.00007
2587	0.00007
2586	0.00006
2585	0.00006
2584	0.00006
2583	0.00006
2582	0.00006
2581	0.00006
2580	0.00006
2579	0.00006
2578	0.00006
2577	0.00006
2576	0.00006
2575	0.00006
2574	0.00006
2573	0.00006
2572	0.00006
2571	0.00006
2570	0.00006
2569	0.00007
2568	0.00007
2567	0.00007
2566	0.00008
2565	0.00008
2564	0.00009
2563	0.00009
2562	0.0001
2561	0.00011
2560	0.00012
2559	0.00013
2558	0.00015
2557	0.00016
2556	0.00018
2555	0.0002
2554	0.00022
2553	0.00025
2552	0.00027
2551	0.00031
2550	0.00034
2549	0.00038
2548	0.00043
2547	0.00048
2546	0.00054
2545	0.00059
2544	0.00066
2543	0.00073
2542	0.0008
2541	0.00088
2540	0.00096
2539	0.00104
2538	0.00112
2537	0.00121
2536	0.00129
2535	0.00137
2534	0.00145
2533	0.00152
2532	0.00159
2531	0.00166
2530	0.00172
2529	0.00178
2528	0.00184
2527	0.0019
2526	0.00196
2525	0.00202
2524	0.00208
2523	0.00215
2522	0.00223
2521	0.00231
2520	0.0024
2519	0.00249
2518	0.0026
2517	0.0027
2516	0.00281
2515	0.00292
2514	0.00302
2513	0.00311
2512	0.00319
2511	0.00326
2510	0.00331
2509	0.00335
2508	0.00338
2507	0.00339
2506	0.00341
2505	0.00342
2504	0.00344
2503	0.00347
2502	0.00351
2501	0.00355
2500	0.00361
2499	0.00369
2498	0.00377
2497	0.00386
2496	0.00396
2495	0.00406
2494	0.00416
2493	0.00426
2492	0.00436
2491	0.00446
2490	0.00455
2489	0.00463
2488	0.0047
2487	0.00476
2486	0.00481
2485	0.00485
2484	0.00487
2483	0.00489
2482	0.00489
2481	0.00489
2480	0.00489
2479	0.00488
2478	0.00487
2477	0.00486
2476	0.00484
2475	0.00483
2474	0.00482
2473	0.00481
2472	0.0048
2471	0.00479
2470	0.00477
2469	0.00475
2468	0.00472
2467	0.00468
2466	0.00464
2465	0.0046
2464	0.00455
2463	0.0045
2462	0.00444
2461	0.00438
2460	0.00432
2459	0.00425
2458	0.00418
2457	0.00409
2456	0.00401
2455	0.00391
2454	0.00381
2453	0.0037
2452	0.00358
2451	0.00347
2450	0.00334
2449	0.00322
2448	0.0031
2447	0.00298
2446	0.00286
2445	0.00275
2444	0.00264
2443	0.00254
2442	0.00244
2441	0.00235
2440	0.00226
2439	0.00218
2438	0.0021
2437	0.00202
2436	0.00194
2435	0.00186
2434	0.00178
2433	0.00169
2432	0.00161
2431	0.00153
2430	0.00145
2429	0.00137
2428	0.00129
2427	0.00122
2426	0.00116
2425	0.0011
2424	0.00104
2423	0.00099
2422	0.00095
2421	0.0009
2420	0.00086
2419	0.00082
2418	0.00079
2417	0.00076
2416	0.00075
2415	0.00074
2414	0.00073
2413	0.00072
2412	0.00072
2411	0.00071
2410	0.0007
2409	0.0007
2408	0.00069
2407	0.00068
2406	0.00066
2405	0.00065
2404	0.00064
2403	0.00063
2402	0.00062
2401	0.00061
2400	0.00061
2399	0.00062
2398	0.00063
2397	0.00064
2396	0.00066
2395	0.00069
2394	0.00072
2393	0.00076
2392	0.00079
2391	0.00081
2390	0.00082
2389	0.00081
2388	0.00079
2387	0.00077
2386	0.00074
2385	0.00071
2384	0.00068
2383	0.00067
2382	0.00066
2381	0.00066
2380	0.00066
2379	0.00068
2378	0.0007
2377	0.00073
2376	0.00076
2375	0.00079
2374	0.00082
2373	0.00086
2372	0.00089
2371	0.00093
2370	0.00096
2369	0.00099
2368	0.00102
2367	0.00105
2366	0.00107
2365	0.00109
2364	0.0011
2363	0.0011
2362	0.0011
2361	0.00109
2360	0.00108
2359	0.00106
2358	0.00106
2357	0.00105
2356	0.00105
2355	0.00106
2354	0.00108
2353	0.00109
2352	0.0011
2351	0.00112
2350	0.00115
2349	0.00119
2348	0.00122
2347	0.00124
2346	0.00125
2345	0.00126
2344	0.00127
2343	0.00127
2342	0.00127
2341	0.00125
2340	0.00124
2339	0.00122
2338	0.00119
2337	0.00117
2336	0.00118
2335	0.00121
2334	0.00118
2333	0.00109
2332	0.001
2331	0.00093
2330	0.00088
2329	0.00085
2328	0.00081
2327	0.00079
2326	0.00078
2325	0.00078
2324	0.00078
2323	0.00074
2322	0.00073
2321	0.00071
2320	0.00066
2319	0.00062
2318	0.00055
2317	0.0005
2316	0.00045
2315	0.00043
2314	0.00043
2313	0.00039
2312	0.0004
2311	0.00038
2310	0.00034
2309	0.00038
2308	0.00036
2307	0.00033
2306	0.00036
2305	0.00031
2304	0.00027
2303	0.00026
2302	0.00034
2301	0.00045
2300	0.00047
2299	0.00041
2298	0.00033
2297	0.00026
2296	0.00021
2295	0.00017
2294	0.00013
2293	0.00011
2292	0.0001
2291	0.0001
2290	0.00011
2289	0.00013
2288	0.00014
2287	0.00016
2286	0.00018
2285	0.00019
2284	0.0002
2283	0.00022
2282	0.00024
2281	0.00025
2280	0.00026
2279	0.00028
2278	0.0003
2277	0.00031
2276	0.0003
2275	0.00033
2274	0.00034
2273	0.00034
2272	0.0003
2271	0.00023
2270	0.00022
2269	0.00023
2268	0.00019
2267	0.00016
2266	0.00017
2265	0.00021
2264	0.00024
2263	0.0002
2262	0.00018
2261	0.0002
2260	0.00026
2259	0.00027
2258	0.00024
2257	0.00022
2256	0.00025
2255	0.00031
2254	0.0003
2253	0.00031
2252	0.00028
2251	0.00033
2250	0.00036
2249	0.0003
2248	0.0003
2247	0.00031
2246	0.00023
2245	0.00024
2244	0.00019
2243	0.00025
2242	0.00026
2241	0.00024
2240	0.00018
2239	0.00015
2238	0.00011
2237	0.00014
2236	0.00009
2235	0.00012
2234	0.00013
2233	0.00019
2232	0.00041
2231	0.00046
2230	0.00032
2229	0.00021
2228	0.00015
2227	0.00009
2226	0.00008
2225	0.00011
2224	0.00013
2223	0.00016
2222	0.0002
2221	0.00024
2220	0.00029
2219	0.00028
2218	0.00033
2217	0.00042
2216	0.00035
2215	0.00046
2214	0.00049
2213	0.00034
2212	0.00027
2211	0.00031
2210	0.00018
2209	0.00025
2208	0.00038
2207	0.00021
2206	0.00028
2205	0.00045
2204	0.0003
2203	0.00033
2202	0.00052
2201	0.00042
2200	0.00039
2199	0.00061
2198	0.00036
2197	0.00032
2196	0.00015
2195	0.00015
2194	0.0003
2193	0.00023
2192	0.00009
2191	0.00005
2190	0.00003
2189	0.00002
2188	0.00002
2187	0.00002
2186	0.00001
2185	0.00002
2184	0.00001
2183	0.00001
2182	0.00001
2181	0.00001
2180	0.00001
2179	0.00001
2178	0.00002
2177	0.00002
2176	0.00002
2175	0.00002
2174	0.00003
2173	0.00003
2172	0.00003
2171	0.00004
2170	0.00004
2169	0.00005
2168	0.00006
2167	0.00006
2166	0.00007
2165	0.00007
2164	0.00008
2163	0.00008
2162	0.00009
2161	0.0001
2160	0.0001
2159	0.00011
2158	0.00012
2157	0.00013
2156	0.00014
2155	0.00015
2154	0.00017
2153	0.00018
2152	0.0002
2151	0.00021
2150	0.00023
2149	0.00024
2148	0.00025
2147	0.00026
2146	0.00028
2145	0.0003
2144	0.00032
2143	0.00034
2142	0.00036
2141	0.00038
2140	0.0004
2139	0.00041
2138	0.00043
2137	0.00044
2136	0.00045
2135	0.00046
2134	0.00048
2133	0.00049
2132	0.0005
2131	0.00052
2130	0.00054
2129	0.00056
2128	0.00057
2127	0.00058
2126	0.00058
2125	0.00057
2124	0.00056
2123	0.00055
2122	0.00054
2121	0.00054
2120	0.00055
2119	0.00056
2118	0.00056
2117	0.00057
2116	0.00058
2115	0.00059
2114	0.00059
2113	0.00058
2112	0.00057
2111	0.00055
2110	0.00053
2109	0.00051
2108	0.00048
2107	0.00047
2106	0.00045
2105	0.00044
2104	0.00043
2103	0.00043
2102	0.00042
2101	0.00041
2100	0.00041
2099	0.0004
2098	0.00038
2097	0.00037
2096	0.00035
2095	0.00033
2094	0.0003
2093	0.00028
2092	0.00026
2091	0.00023
2090	0.00021
2089	0.00019
2088	0.00017
2087	0.00015
2086	0.00014
2085	0.00013
2084	0.00012
2083	0.00011
2082	0.0001
2081	0.00009
2080	0.00009
2079	0.00008
2078	0.00008
2077	0.00008
2076	0.00008
2075	0.00007
2074	0.00007
2073	0.00007
2072	0.00007
2071	0.00006
2070	0.00006
2069	0.00006
2068	0.00006
2067	0.00006
2066	0.00006
2065	0.00005
2064	0.00005
2063	0.00005
2062	0.00005
2061	0.00005
2060	0.00005
2059	0.00005
2058	0.00005
2057	0.00005
2056	0.00005
2055	0.00005
2054	0.00005
2053	0.00005
2052	0.00005
2051	0.00005
2050	0.00005
2049	0.00005
2048	0.00005
2047	0.00005
2046	0.00005
2045	0.00005
2044	0.00005
2043	0.00005
2042	0.00005
2041	0.00005
2040	0.00005
2039	0.00005
2038	0.00005
2037	0.00005
2036	0.00005
2035	0.00005
2034	0.00005
2033	0.00005
2032	0.00005
2031	0.00005
2030	0.00006
2029	0.00006
2028	0.00006
2027	0.00006
2026	0.00006
2025	0.00006
2024	0.00006
2023	0.00006
2022	0.00006
2021	0.00006
2020	0.00006
2019	0.00007
2018	0.00007
2017	0.00007
2016	0.00007
2015	0.00008
2014	0.00008
2013	0.00009
2012	0.00009
2011	0.0001
2010	0.00012
2009	0.00014
2008	0.00016
2007	0.00018
2006	0.00021
2005	0.00024
2004	0.00028
2003	0.00032
2002	0.00037
2001	0.00041
2000	0.00046
1999	0.00049
1998	0.00052
1997	0.00055
1996	0.00058
1995	0.0006
1994	0.00063
1993	0.00066
1992	0.00069
1991	0.00074
1990	0.0008
1989	0.00087
1988	0.00095
1987	0.00103
1986	0.0011
1985	0.00113
1984	0.00114
1983	0.00113
1982	0.00113
1981	0.00113
1980	0.00115
1979	0.00119
1978	0.00124
1977	0.0013
1976	0.00136
1975	0.00141
1974	0.00146
1973	0.0015
1972	0.00154
1971	0.00156
1970	0.00157
1969	0.00156
1968	0.00155
1967	0.00153
1966	0.00152
1965	0.00152
1964	0.00151
1963	0.00151
1962	0.00151
1961	0.00151
1960	0.00152
1959	0.00152
1958	0.00152
1957	0.0015
1956	0.00148
1955	0.00145
1954	0.0014
1953	0.00135
1952	0.0013
1951	0.00126
1950	0.00121
1949	0.00117
1948	0.00112
1947	0.00108
1946	0.00104
1945	0.001
1944	0.00097
1943	0.00095
1942	0.00093
1941	0.00091
1940	0.0009
1939	0.00089
1938	0.00088
1937	0.00087
1936	0.00087
1935	0.00088
1934	0.00088
1933	0.00089
1932	0.0009
1931	0.00092
1930	0.00093
1929	0.00094
1928	0.00095
1927	0.00096
1926	0.00097
1925	0.00097
1924	0.00097
1923	0.00097
1922	0.00097
1921	0.00098
1920	0.00099
1919	0.00101
1918	0.00103
1917	0.00107
1916	0.0011
1915	0.00114
1914	0.00116
1913	0.00118
1912	0.00118
1911	0.00118
1910	0.00118
1909	0.00119
1908	0.0012
1907	0.00122
1906	0.00125
1905	0.00128
1904	0.00132
1903	0.00137
1902	0.00142
1901	0.00147
1900	0.00152
1899	0.00156
1898	0.00161
1897	0.00164
1896	0.00167
1895	0.0017
1894	0.00173
1893	0.00176
1892	0.00178
1891	0.00181
1890	0.00184
1889	0.00187
1888	0.0019
1887	0.00193
1886	0.00195
1885	0.00197
1884	0.00198
1883	0.00199
1882	0.002
1881	0.002
1880	0.002
1879	0.00199
1878	0.00199
1877	0.00197
1876	0.00196
1875	0.00194
1874	0.00193
1873	0.00191
1872	0.00191
1871	0.0019
1870	0.0019
1869	0.00191
1868	0.00193
1867	0.00195
1866	0.00197
1865	0.002
1864	0.00203
1863	0.00205
1862	0.00208
1861	0.00211
1860	0.00214
1859	0.00216
1858	0.00219
1857	0.00222
1856	0.00225
1855	0.00228
1854	0.00232
1853	0.00236
1852	0.0024
1851	0.00244
1850	0.00248
1849	0.00252
1848	0.00256
1847	0.0026
1846	0.00264
1845	0.00268
1844	0.00272
1843	0.00276
1842	0.00281
1841	0.00285
1840	0.0029
1839	0.00296
1838	0.00302
1837	0.00309
1836	0.00316
1835	0.00324
1834	0.00333
1833	0.00344
1832	0.00355
1831	0.00367
1830	0.00381
1829	0.00396
1828	0.00413
1827	0.00432
1826	0.00453
1825	0.00477
1824	0.00503
1823	0.00533
1822	0.00566
1821	0.00604
1820	0.00647
1819	0.00697
1818	0.00754
1817	0.0082
1816	0.00898
1815	0.00988
1814	0.01094
1813	0.0122
1812	0.01369
1811	0.01547
1810	0.0176
1809	0.02014
1808	0.0232
1807	0.02686
1806	0.03125
1805	0.03651
1804	0.0428
1803	0.0503
1802	0.05921
1801	0.06976
1800	0.08222
1799	0.09689
1798	0.1141
1797	0.13427
1796	0.15785
1795	0.18543
1794	0.21772
1793	0.25564
1792	0.30033
1791	0.35327
1790	0.41639
1789	0.49219
1788	0.58389
1787	0.69571
1786	0.83311
1785	1.00311
1784	1.21465
1783	1.47878
1782	1.8086
1781	2.21857
1780	2.72311
1779	3.33483
1778	4.06259
1777	4.91131
1776	5.88175
1775	6.96934
1774	8.16198
1773	9.43962
1772	10.77821
1771	12.15723
1770	13.56657
1769	15.00958
1768	16.5024
1767	18.07123
1766	19.74762
1765	21.56043
1764	23.52369
1763	25.62316
1762	27.80919
1761	30.00575
1760	32.1365
1759	34.15477
1758	36.05696
1757	37.87669
1756	39.664
1755	41.46497
1754	43.30994
1753	45.21092
1752	47.16465
1751	49.15829
1750	51.17474
1749	53.19898
1748	55.21557
1747	57.21452
1746	59.18705
1745	61.1217
1744	63.00176
1743	64.80711
1742	66.51899
1741	68.12479
1740	69.61994
1739	71.00716
1738	72.29316
1737	73.48784
1736	74.60336
1735	75.6543
1734	76.65735
1733	77.62992
1732	78.58788
1731	79.54396
1730	80.50655
1729	81.47917
1728	82.46066
1727	83.44461
1726	84.42076
1725	85.37649
1724	86.29948
1723	87.1795
1722	88.01035
1721	88.79018
1720	89.52164
1719	90.21059
1718	90.86439
1717	91.49121
1716	92.09856
1715	92.69267
1714	93.27759
1713	93.85512
1712	94.42461
1711	94.98314
1710	95.52576
1709	96.04617
1708	96.53645
1707	96.98877
1706	97.39663
1705	97.75561
1704	98.06396
1703	98.32298
1702	98.53609
1701	98.70815
1700	98.84428
1699	98.94972
1698	99.02968
1697	99.08926
1696	99.13348
1695	99.16681
1694	99.1929
1693	99.21414
1692	99.23203
1691	99.24738
1690	99.2602
1689	99.27052
1688	99.27818
1687	99.2832
1686	99.28592
1685	99.28661
1684	99.28611
1683	99.28511
1682	99.28441
1681	99.28481
1680	99.28681
1679	99.29086
1678	99.29691
1677	99.30492
1676	99.31446
1675	99.32507
1674	99.33593
1673	99.34656
1672	99.35621
1671	99.36438
1670	99.37077
1669	99.37511
1668	99.37743
1667	99.37785
1666	99.37664
1665	99.37423
1664	99.37104
1663	99.36758
1662	99.36418
1661	99.36127
1660	99.35909
1659	99.35773
1658	99.35711
1657	99.35722
1656	99.35787
1655	99.35879
1654	99.35981
1653	99.36057
1652	99.36112
1651	99.36118
1650	99.36076
1649	99.35979
1648	99.35838
1647	99.35657
1646	99.35443
1645	99.3522
1644	99.34985
1643	99.34756
1642	99.34543
1641	99.34334
1640	99.34132
1639	99.33925
1638	99.33702
1637	99.33441
1636	99.33132
1635	99.32758
1634	99.32315
1633	99.318
1632	99.31216
1631	99.30579
1630	99.29903
1629	99.29212
1628	99.28522
1627	99.27855
1626	99.27228
1625	99.26659
1624	99.26158
1623	99.25729
1622	99.25374
1621	99.25094
1620	99.24868
1619	99.24692
1618	99.24541
1617	99.24403
1616	99.24271
1615	99.24127
1614	99.23967
1613	99.23795
1612	99.23617
1611	99.23443
1610	99.23289
1609	99.23175
1608	99.23112
1607	99.23121
1606	99.2321
1605	99.23392
1604	99.23666
1603	99.24041
1602	99.24509
1601	99.25065
1600	99.25707
1599	99.26422
1598	99.27209
1597	99.2805
1596	99.28944
1595	99.29875
1594	99.30841
1593	99.31846
1592	99.32879
1591	99.33941
1590	99.35027
1589	99.36143
1588	99.37277
1587	99.38428
1586	99.3958
1585	99.40721
1584	99.41838
1583	99.42905
1582	99.43908
1581	99.44829
1580	99.45642
1579	99.46348
1578	99.46931
1577	99.47394
1576	99.4774
1575	99.47974
1574	99.48123
1573	99.48199
1572	99.48236
1571	99.48248
1570	99.48264
1569	99.48306
1568	99.48387
1567	99.48522
1566	99.48714
1565	99.48962
1564	99.49265
1563	99.49599
1562	99.49951
1561	99.50306
1560	99.5063
1559	99.50911
1558	99.51128
1557	99.51263
1556	99.51314
1555	99.51269
1554	99.5114
1553	99.50932
1552	99.50663
1551	99.50349
1550	99.50002
1549	99.49648
1548	99.49294
1547	99.48964
1546	99.48669
1545	99.48421
1544	99.4823
1543	99.48103
1542	99.48042
1541	99.48055
1540	99.48132
1539	99.48279
1538	99.48493
1537	99.48766
1536	99.49099
1535	99.49479
1534	99.4991
1533	99.50379
1532	99.50876
1531	99.51392
1530	99.51913
1529	99.52413
1528	99.5289
1527	99.5332
1526	99.53685
1525	99.53974
1524	99.54175
1523	99.54288
1522	99.54307
1521	99.54251
1520	99.54121
1519	99.53938
1518	99.53719
1517	99.53487
1516	99.53264
1515	99.53063
1514	99.52896
1513	99.52779
1512	99.52707
1511	99.52677
1510	99.52676
1509	99.52694
1508	99.52708
1507	99.52691
1506	99.52628
1505	99.52488
1504	99.52261
1503	99.51923
1502	99.51476
1501	99.50914
1500	99.50244
1499	99.4948
1498	99.48642
1497	99.47743
1496	99.46817
1495	99.45874
1494	99.44949
1493	99.44046
1492	99.43192
1491	99.42401
1490	99.41675
1489	99.41034
1488	99.40484
1487	99.4002
1486	99.39651
1485	99.3938
1484	99.39194
1483	99.391
1482	99.39092
1481	99.3917
1480	99.3932
1479	99.39537
1478	99.398
1477	99.40101
1476	99.40407
1475	99.40704
1474	99.40955
1473	99.41145
1472	99.41248
1471	99.41246
1470	99.41139
1469	99.40918
1468	99.40583
1467	99.40151
1466	99.39626
1465	99.3903
1464	99.3837
1463	99.37655
1462	99.3689
1461	99.36057
1460	99.35143
1459	99.34107
1458	99.32912
1457	99.31501
1456	99.29821
1455	99.27798
1454	99.25381
1453	99.22511
1452	99.1913
1451	99.15207
1450	99.10713
1449	99.0565
1448	99.00026
1447	98.93875
1446	98.87242
1445	98.80188
1444	98.72791
1443	98.65115
1442	98.57242
1441	98.49238
1440	98.41187
1439	98.33138
1438	98.25169
1437	98.17322
1436	98.09632
1435	98.02125
1434	97.94812
1433	97.87685
1432	97.80738
1431	97.73974
1430	97.67396
1429	97.61012
1428	97.54878
1427	97.49031
1426	97.43516
1425	97.38387
1424	97.33678
1423	97.2942
1422	97.25628
1421	97.22323
1420	97.19511
1419	97.17223
1418	97.15498
1417	97.14391
1416	97.13956
1415	97.14262
1414	97.15349
1413	97.17264
1412	97.20023
1411	97.23608
1410	97.27993
1409	97.3313
1408	97.38931
1407	97.45312
1406	97.52166
1405	97.59389
1404	97.66869
1403	97.74499
1402	97.82168
1401	97.89767
1400	97.97191
1399	98.04329
1398	98.111
1397	98.17411
1396	98.23201
1395	98.28426
1394	98.3305
1393	98.37086
1392	98.40549
1391	98.43494
1390	98.45979
1389	98.48093
1388	98.49911
1387	98.51539
1386	98.53059
1385	98.54544
1384	98.56054
1383	98.57623
1382	98.5925
1381	98.60923
1380	98.62604
1379	98.6424
1378	98.65764
1377	98.67118
1376	98.68244
1375	98.69108
1374	98.69695
1373	98.70018
1372	98.70116
1371	98.70052
1370	98.69912
1369	98.69775
1368	98.69736
1367	98.69857
1366	98.70187
1365	98.70742
1364	98.71497
1363	98.72398
1362	98.73363
1361	98.74282
1360	98.7503
1359	98.75479
1358	98.75495
1357	98.74946
1356	98.73743
1355	98.71797
1354	98.69054
1353	98.65492
1352	98.611
1351	98.5591
1350	98.49959
1349	98.43275
1348	98.35936
1347	98.28002
1346	98.19547
1345	98.10664
1344	98.01463
1343	97.92077
1342	97.82674
1341	97.73421
1340	97.64488
1339	97.56015
1338	97.48079
1337	97.40691
1336	97.33801
1335	97.27296
1334	97.21031
1333	97.14853
1332	97.08614
1331	97.0219
1330	96.95496
1329	96.88853
1328	96.81868
1327	96.74509
1326	96.66807
1325	96.58817
1324	96.50661
1323	96.42515
1322	96.3463
1321	96.27313
1320	96.20879
1319	96.15463
1318	96.11519
1317	96.09227
1316	96.08665
1315	96.09797
1314	96.1249
1313	96.16551
1312	96.21738
1311	96.27792
1310	96.34471
1309	96.41521
1308	96.48702
1307	96.5575
1306	96.62408
1305	96.68399
1304	96.73436
1303	96.77246
1302	96.79587
1301	96.80242
1300	96.7909
1299	96.76077
1298	96.71278
1297	96.64894
1296	96.57249
1295	96.48761
1294	96.39916
1293	96.31194
1292	96.23029
1291	96.1576
1290	96.09621
1289	96.04758
1288	96.01186
1287	95.98875
1286	95.97767
1285	95.97755
1284	95.98763
1283	96.00697
1282	96.03496
1281	96.07123
1280	96.11564
1279	96.16821
1278	96.22939
1277	96.29945
1276	96.37845
1275	96.46597
1274	96.56116
1273	96.66279
1272	96.76945
1271	96.87977
1270	96.99267
1269	97.10809
1268	97.22632
1267	97.34859
1266	97.47657
1265	97.61169
1264	97.75471
1263	97.90503
1262	98.06048
1261	98.21715
1260	98.36988
1259	98.51302
1258	98.6407
1257	98.74837
1256	98.8331
1255	98.89402
