#Wavelength[nm]	AOI 45 deg
2787	1.24242
2786	1.21425
2785	1.18587
2784	1.15743
2783	1.12911
2782	1.10105
2781	1.07338
2780	1.04618
2779	1.01933
2778	0.99308
2777	0.96744
2776	0.94242
2775	0.918
2774	0.89416
2773	0.87089
2772	0.84812
2771	0.82584
2770	0.804
2769	0.78273
2768	0.76183
2767	0.74125
2766	0.72096
2765	0.70095
2764	0.68118
2763	0.66162
2762	0.64223
2761	0.62298
2760	0.60384
2759	0.58482
2758	0.56583
2757	0.54686
2756	0.52786
2755	0.50882
2754	0.48971
2753	0.47051
2752	0.45122
2751	0.43183
2750	0.41238
2749	0.39274
2748	0.37313
2747	0.35363
2746	0.33433
2745	0.31534
2744	0.29677
2743	0.27871
2742	0.26126
2741	0.24449
2740	0.22843
2739	0.21312
2738	0.19854
2737	0.18467
2736	0.17149
2735	0.15894
2734	0.14698
2733	0.13557
2732	0.12471
2731	0.1144
2730	0.10464
2729	0.0955
2728	0.08697
2727	0.07906
2726	0.07179
2725	0.06514
2724	0.05911
2723	0.05368
2722	0.04879
2721	0.04443
2720	0.04054
2719	0.03706
2718	0.03397
2717	0.03122
2716	0.02878
2715	0.02661
2714	0.02469
2713	0.02298
2712	0.02145
2711	0.02009
2710	0.01887
2709	0.01778
2708	0.01681
2707	0.01593
2706	0.01514
2705	0.01443
2704	0.01379
2703	0.01321
2702	0.01268
2701	0.0122
2700	0.01176
2699	0.01137
2698	0.011
2697	0.01067
2696	0.01036
2695	0.01007
2694	0.00981
2693	0.00956
2692	0.00934
2691	0.00913
2690	0.00894
2689	0.00876
2688	0.00861
2687	0.00846
2686	0.00833
2685	0.00821
2684	0.0081
2683	0.00801
2682	0.00793
2681	0.00786
2680	0.0078
2679	0.00774
2678	0.00769
2677	0.00766
2676	0.00763
2675	0.00761
2674	0.0076
2673	0.00759
2672	0.00759
2671	0.0076
2670	0.00761
2669	0.00761
2668	0.00762
2667	0.00764
2666	0.00765
2665	0.00766
2664	0.00768
2663	0.0077
2662	0.00772
2661	0.00773
2660	0.00775
2659	0.00777
2658	0.0078
2657	0.00782
2656	0.00784
2655	0.00786
2654	0.00787
2653	0.00789
2652	0.0079
2651	0.00791
2650	0.00792
2649	0.00793
2648	0.00793
2647	0.00792
2646	0.00792
2645	0.00791
2644	0.0079
2643	0.00789
2642	0.00788
2641	0.00787
2640	0.00785
2639	0.00784
2638	0.00783
2637	0.00782
2636	0.00781
2635	0.0078
2634	0.0078
2633	0.00779
2632	0.00778
2631	0.00778
2630	0.00778
2629	0.00778
2628	0.00778
2627	0.00778
2626	0.00779
2625	0.0078
2624	0.00781
2623	0.00783
2622	0.00785
2621	0.00788
2620	0.00791
2619	0.00795
2618	0.00798
2617	0.00802
2616	0.00806
2615	0.00809
2614	0.00812
2613	0.00814
2612	0.00815
2611	0.00815
2610	0.00814
2609	0.00812
2608	0.00809
2607	0.00805
2606	0.008
2605	0.00795
2604	0.0079
2603	0.00784
2602	0.00778
2601	0.00772
2600	0.00766
2599	0.00761
2598	0.00757
2597	0.00755
2596	0.00755
2595	0.00757
2594	0.00761
2593	0.00767
2592	0.00775
2591	0.00786
2590	0.00799
2589	0.00813
2588	0.00829
2587	0.00845
2586	0.00861
2585	0.00875
2584	0.00889
2583	0.00902
2582	0.00915
2581	0.00927
2580	0.00938
2579	0.00948
2578	0.00956
2577	0.00964
2576	0.00971
2575	0.00976
2574	0.0098
2573	0.00983
2572	0.00985
2571	0.00985
2570	0.00985
2569	0.00983
2568	0.0098
2567	0.00976
2566	0.00973
2565	0.0097
2564	0.00967
2563	0.00965
2562	0.00964
2561	0.00964
2560	0.00965
2559	0.00969
2558	0.00976
2557	0.00985
2556	0.00996
2555	0.01011
2554	0.01028
2553	0.01049
2552	0.01074
2551	0.01101
2550	0.01131
2549	0.01161
2548	0.01189
2547	0.01214
2546	0.01233
2545	0.01245
2544	0.01249
2543	0.01247
2542	0.01237
2541	0.01223
2540	0.01203
2539	0.01181
2538	0.01155
2537	0.01128
2536	0.01101
2535	0.01073
2534	0.01045
2533	0.01019
2532	0.00995
2531	0.00973
2530	0.00955
2529	0.0094
2528	0.0093
2527	0.00923
2526	0.00921
2525	0.00923
2524	0.00927
2523	0.00935
2522	0.00945
2521	0.00958
2520	0.00971
2519	0.00986
2518	0.01002
2517	0.01018
2516	0.01035
2515	0.01051
2514	0.01068
2513	0.01084
2512	0.01099
2511	0.01114
2510	0.01126
2509	0.01136
2508	0.01144
2507	0.01148
2506	0.01147
2505	0.01142
2504	0.01132
2503	0.01116
2502	0.01096
2501	0.01072
2500	0.01045
2499	0.01017
2498	0.0099
2497	0.00965
2496	0.00945
2495	0.0093
2494	0.00919
2493	0.00911
2492	0.00906
2491	0.00903
2490	0.00904
2489	0.00907
2488	0.00913
2487	0.0092
2486	0.00928
2485	0.00937
2484	0.00946
2483	0.00956
2482	0.00967
2481	0.00978
2480	0.0099
2479	0.01002
2478	0.01013
2477	0.01023
2476	0.01032
2475	0.0104
2474	0.01047
2473	0.01052
2472	0.01055
2471	0.01055
2470	0.01052
2469	0.01044
2468	0.01032
2467	0.01015
2466	0.00992
2465	0.00964
2464	0.00932
2463	0.00899
2462	0.00866
2461	0.00833
2460	0.00802
2459	0.00773
2458	0.00746
2457	0.00722
2456	0.00699
2455	0.00677
2454	0.00654
2453	0.0063
2452	0.00605
2451	0.00579
2450	0.00554
2449	0.00531
2448	0.0051
2447	0.00492
2446	0.00477
2445	0.00465
2444	0.00455
2443	0.00448
2442	0.00443
2441	0.00439
2440	0.00438
2439	0.00438
2438	0.00439
2437	0.00441
2436	0.00444
2435	0.00448
2434	0.00453
2433	0.00458
2432	0.00464
2431	0.0047
2430	0.00477
2429	0.00484
2428	0.00491
2427	0.00499
2426	0.00507
2425	0.00516
2424	0.00524
2423	0.00534
2422	0.00543
2421	0.00553
2420	0.00564
2419	0.00575
2418	0.00587
2417	0.00599
2416	0.00612
2415	0.00626
2414	0.00641
2413	0.00657
2412	0.00673
2411	0.0069
2410	0.00708
2409	0.00727
2408	0.00747
2407	0.00768
2406	0.0079
2405	0.00813
2404	0.00838
2403	0.00863
2402	0.0089
2401	0.00919
2400	0.00949
2399	0.0098
2398	0.01013
2397	0.01048
2396	0.01085
2395	0.01123
2394	0.01163
2393	0.01205
2392	0.01248
2391	0.01292
2390	0.01338
2389	0.01385
2388	0.01434
2387	0.01485
2386	0.01537
2385	0.01591
2384	0.01647
2383	0.01705
2382	0.01766
2381	0.01828
2380	0.01892
2379	0.01958
2378	0.02025
2377	0.02092
2376	0.02158
2375	0.02224
2374	0.02288
2373	0.02349
2372	0.02407
2371	0.02462
2370	0.02513
2369	0.0256
2368	0.02602
2367	0.02641
2366	0.02676
2365	0.02708
2364	0.02737
2363	0.02764
2362	0.0279
2361	0.02815
2360	0.0284
2359	0.02867
2358	0.02897
2357	0.02929
2356	0.02966
2355	0.03008
2354	0.03057
2353	0.03112
2352	0.03175
2351	0.03247
2350	0.03328
2349	0.03415
2348	0.03509
2347	0.03607
2346	0.03706
2345	0.03804
2344	0.03897
2343	0.03979
2342	0.04046
2341	0.04094
2340	0.04119
2339	0.0412
2338	0.04097
2337	0.04052
2336	0.03987
2335	0.03908
2334	0.03818
2333	0.03724
2332	0.03631
2331	0.03543
2330	0.03465
2329	0.034
2328	0.0335
2327	0.03318
2326	0.03302
2325	0.03305
2324	0.03323
2323	0.03356
2322	0.03401
2321	0.03456
2320	0.03517
2319	0.03582
2318	0.03647
2317	0.03709
2316	0.03767
2315	0.03818
2314	0.03859
2313	0.0389
2312	0.03909
2311	0.03914
2310	0.03906
2309	0.03884
2308	0.03849
2307	0.03801
2306	0.03743
2305	0.03675
2304	0.03601
2303	0.03521
2302	0.0344
2301	0.03358
2300	0.03278
2299	0.03202
2298	0.0313
2297	0.03064
2296	0.03004
2295	0.02949
2294	0.029
2293	0.02855
2292	0.02814
2291	0.02775
2290	0.02738
2289	0.027
2288	0.02663
2287	0.02623
2286	0.02582
2285	0.02538
2284	0.02491
2283	0.0244
2282	0.02387
2281	0.0233
2280	0.02271
2279	0.02209
2278	0.02146
2277	0.02081
2276	0.02015
2275	0.01947
2274	0.01877
2273	0.01805
2272	0.01732
2271	0.01659
2270	0.01588
2269	0.01521
2268	0.01457
2267	0.01399
2266	0.01348
2265	0.01304
2264	0.01269
2263	0.01241
2262	0.01219
2261	0.012
2260	0.01178
2259	0.01155
2258	0.01131
2257	0.01104
2256	0.01078
2255	0.01051
2254	0.01023
2253	0.00996
2252	0.00969
2251	0.00944
2250	0.00921
2249	0.00899
2248	0.0088
2247	0.00862
2246	0.00847
2245	0.00834
2244	0.00824
2243	0.00817
2242	0.00815
2241	0.00816
2240	0.00822
2239	0.00832
2238	0.0085
2237	0.00875
2236	0.00908
2235	0.00951
2234	0.01002
2233	0.01063
2232	0.01132
2231	0.01208
2230	0.01285
2229	0.01359
2228	0.01423
2227	0.01468
2226	0.01491
2225	0.0149
2224	0.01465
2223	0.01421
2222	0.01363
2221	0.01296
2220	0.01225
2219	0.01155
2218	0.01089
2217	0.0103
2216	0.00982
2215	0.00944
2214	0.00919
2213	0.00907
2212	0.00908
2211	0.00922
2210	0.00947
2209	0.00982
2208	0.01025
2207	0.01073
2206	0.01124
2205	0.01176
2204	0.01228
2203	0.01278
2202	0.01325
2201	0.01368
2200	0.01405
2199	0.01438
2198	0.01464
2197	0.01484
2196	0.01497
2195	0.01503
2194	0.01501
2193	0.01492
2192	0.01475
2191	0.01451
2190	0.0142
2189	0.01384
2188	0.01346
2187	0.01309
2186	0.01279
2185	0.01262
2184	0.01247
2183	0.01209
2182	0.0117
2181	0.01147
2180	0.01142
2179	0.01154
2178	0.01177
2177	0.01177
2176	0.01161
2175	0.01159
2174	0.01182
2173	0.01241
2172	0.01347
2171	0.01434
2170	0.01393
2169	0.01321
2168	0.01311
2167	0.01373
2166	0.01449
2165	0.01432
2164	0.01357
2163	0.01315
2162	0.01349
2161	0.01393
2160	0.01352
2159	0.01314
2158	0.01329
2157	0.01419
2156	0.01544
2155	0.01345
2154	0.01229
2153	0.01299
2152	0.01548
2151	0.01519
2150	0.01447
2149	0.01549
2148	0.02126
2147	0.0208
2146	0.01931
2145	0.0232
2144	0.02547
2143	0.02124
2142	0.02347
2141	0.03084
2140	0.03251
2139	0.04089
2138	0.0547
2137	0.06039
2136	0.06818
2135	0.08061
2134	0.07994
2133	0.07691
2132	0.08422
2131	0.09491
2130	0.09026
2129	0.09443
2128	0.1131
2127	0.13785
2126	0.18502
2125	0.20902
2124	0.20556
2123	0.18755
2122	0.1751
2121	0.16353
2120	0.14487
2119	0.13692
2118	0.13634
2117	0.13693
2116	0.16067
2115	0.22765
2114	0.34841
2113	0.49184
2112	0.66185
2111	0.88635
2110	1.11807
2109	1.3346
2108	1.61095
2107	1.83944
2106	2.02151
2105	2.19397
2104	2.4521
2103	2.476
2102	2.34303
2101	2.20211
2100	1.78687
2099	1.28789
2098	0.87926
2097	0.73542
2096	0.70036
2095	0.50156
2094	0.4262
2093	0.52333
2092	0.58418
2091	0.46234
2090	0.38457
2089	0.43592
2088	0.43074
2087	0.40569
2086	0.40713
2085	0.43234
2084	0.36002
2083	0.34328
2082	0.37338
2081	0.37759
2080	0.29901
2079	0.25943
2078	0.22997
2077	0.18435
2076	0.16816
2075	0.17862
2074	0.18697
2073	0.15116
2072	0.12239
2071	0.10979
2070	0.10249
2069	0.09161
2068	0.07245
2067	0.05596
2066	0.04765
2065	0.04307
2064	0.03614
2063	0.02825
2062	0.02337
2061	0.02198
2060	0.02336
2059	0.02593
2058	0.02577
2057	0.02055
2056	0.01432
2055	0.01
2054	0.00745
2053	0.006
2052	0.00518
2051	0.00475
2050	0.00458
2049	0.00458
2048	0.0047
2047	0.00485
2046	0.005
2045	0.00508
2044	0.0051
2043	0.00505
2042	0.00496
2041	0.00483
2040	0.0047
2039	0.00459
2038	0.00452
2037	0.0045
2036	0.00456
2035	0.0047
2034	0.00492
2033	0.0052
2032	0.00554
2031	0.00594
2030	0.00637
2029	0.00684
2028	0.00733
2027	0.00783
2026	0.00831
2025	0.00876
2024	0.00911
2023	0.00935
2022	0.00943
2021	0.00935
2020	0.00917
2019	0.00898
2018	0.00883
2017	0.00874
2016	0.00869
2015	0.00873
2014	0.00885
2013	0.00904
2012	0.00928
2011	0.0096
2010	0.00998
2009	0.0104
2008	0.01084
2007	0.01128
2006	0.0117
2005	0.01207
2004	0.01234
2003	0.01245
2002	0.01234
2001	0.01202
2000	0.01158
1999	0.01108
1998	0.01058
1997	0.01013
1996	0.00969
1995	0.00916
1994	0.00852
1993	0.00786
1992	0.00726
1991	0.00677
1990	0.00639
1989	0.0061
1988	0.00587
1987	0.0057
1986	0.00557
1985	0.00546
1984	0.00537
1983	0.00528
1982	0.00519
1981	0.00509
1980	0.00497
1979	0.00483
1978	0.00465
1977	0.00444
1976	0.0042
1975	0.00392
1974	0.00363
1973	0.00334
1972	0.00307
1971	0.00281
1970	0.00257
1969	0.00233
1968	0.0021
1967	0.00188
1966	0.00168
1965	0.0015
1964	0.00135
1963	0.00122
1962	0.00111
1961	0.00102
1960	0.00095
1959	0.00089
1958	0.00084
1957	0.0008
1956	0.00077
1955	0.00074
1954	0.00072
1953	0.0007
1952	0.00068
1951	0.00066
1950	0.00065
1949	0.00064
1948	0.00063
1947	0.00062
1946	0.00061
1945	0.00061
1944	0.0006
1943	0.0006
1942	0.00059
1941	0.00059
1940	0.00059
1939	0.00058
1938	0.00058
1937	0.00058
1936	0.00058
1935	0.00058
1934	0.00058
1933	0.00058
1932	0.00057
1931	0.00057
1930	0.00057
1929	0.00057
1928	0.00057
1927	0.00057
1926	0.00057
1925	0.00058
1924	0.00058
1923	0.00059
1922	0.0006
1921	0.00062
1920	0.00064
1919	0.00066
1918	0.0007
1917	0.00075
1916	0.00081
1915	0.00088
1914	0.00095
1913	0.00102
1912	0.00108
1911	0.00116
1910	0.00126
1909	0.00137
1908	0.0015
1907	0.00165
1906	0.00179
1905	0.00191
1904	0.00201
1903	0.00209
1902	0.00216
1901	0.00221
1900	0.00225
1899	0.00229
1898	0.00232
1897	0.00236
1896	0.00239
1895	0.00243
1894	0.00248
1893	0.00254
1892	0.00262
1891	0.00272
1890	0.00285
1889	0.00303
1888	0.00327
1887	0.00359
1886	0.00397
1885	0.00436
1884	0.00469
1883	0.0049
1882	0.00497
1881	0.00492
1880	0.00479
1879	0.0046
1878	0.0044
1877	0.00421
1876	0.00406
1875	0.00397
1874	0.00396
1873	0.00403
1872	0.00418
1871	0.00439
1870	0.00465
1869	0.00495
1868	0.00526
1867	0.00559
1866	0.00593
1865	0.00625
1864	0.00654
1863	0.00679
1862	0.00696
1861	0.00703
1860	0.00698
1859	0.00683
1858	0.00662
1857	0.00643
1856	0.0063
1855	0.00622
1854	0.00617
1853	0.00617
1852	0.00621
1851	0.00626
1850	0.00633
1849	0.00643
1848	0.00656
1847	0.0067
1846	0.00684
1845	0.007
1844	0.00715
1843	0.00727
1842	0.00736
1841	0.00738
1840	0.00729
1839	0.00713
1838	0.00694
1837	0.00676
1836	0.00661
1835	0.0065
1834	0.0064
1833	0.00626
1832	0.00607
1831	0.00587
1830	0.00568
1829	0.00552
1828	0.00538
1827	0.00528
1826	0.0052
1825	0.00514
1824	0.0051
1823	0.00508
1822	0.00507
1821	0.00508
1820	0.00511
1819	0.00515
1818	0.00521
1817	0.0053
1816	0.0054
1815	0.00554
1814	0.0057
1813	0.00587
1812	0.00606
1811	0.00622
1810	0.00635
1809	0.00642
1808	0.00644
1807	0.00641
1806	0.00634
1805	0.00625
1804	0.00616
1803	0.00609
1802	0.00606
1801	0.00607
1800	0.00613
1799	0.00626
1798	0.00644
1797	0.00667
1796	0.00694
1795	0.00724
1794	0.00755
1793	0.00787
1792	0.00819
1791	0.00849
1790	0.00876
1789	0.00899
1788	0.00918
1787	0.00933
1786	0.00942
1785	0.00947
1784	0.00952
1783	0.00957
1782	0.00965
1781	0.00978
1780	0.00995
1779	0.01018
1778	0.01044
1777	0.01074
1776	0.01105
1775	0.01137
1774	0.01169
1773	0.01198
1772	0.01224
1771	0.01246
1770	0.01264
1769	0.01279
1768	0.0129
1767	0.01299
1766	0.01305
1765	0.01311
1764	0.01319
1763	0.0133
1762	0.01346
1761	0.01369
1760	0.01396
1759	0.01428
1758	0.01463
1757	0.01502
1756	0.01543
1755	0.01587
1754	0.01633
1753	0.0168
1752	0.01728
1751	0.01777
1750	0.01827
1749	0.01878
1748	0.01931
1747	0.01989
1746	0.02051
1745	0.02121
1744	0.02199
1743	0.02286
1742	0.02383
1741	0.02492
1740	0.02613
1739	0.02747
1738	0.02896
1737	0.03062
1736	0.03245
1735	0.03449
1734	0.03677
1733	0.03932
1732	0.04221
1731	0.0455
1730	0.04931
1729	0.05376
1728	0.05905
1727	0.06542
1726	0.07317
1725	0.08271
1724	0.09455
1723	0.10936
1722	0.12799
1721	0.15152
1720	0.18134
1719	0.21911
1718	0.26685
1717	0.32692
1716	0.40202
1715	0.49526
1714	0.61014
1713	0.75064
1712	0.92122
1711	1.12676
1710	1.3723
1709	1.66291
1708	2.00228
1707	2.3928
1706	2.83486
1705	3.32672
1704	3.86475
1703	4.44397
1702	5.05855
1701	5.70209
1700	6.36769
1699	7.04797
1698	7.73557
1697	8.42405
1696	9.10935
1695	9.79124
1694	10.47433
1693	11.16824
1692	11.88657
1691	12.64448
1690	13.455
1689	14.32495
1688	15.25075
1687	16.21841
1686	17.20591
1685	18.18816
1684	19.14234
1683	20.05195
1682	20.90892
1681	21.714
1680	22.47595
1679	23.20967
1678	23.93368
1677	24.66755
1676	25.42937
1675	26.23399
1674	27.09141
1673	28.00551
1672	28.97297
1671	29.98255
1670	31.01537
1669	32.0478
1668	33.05515
1667	34.01909
1666	34.93284
1665	35.80238
1664	36.64252
1663	37.47055
1662	38.30099
1661	39.1426
1660	39.99778
1659	40.86525
1658	41.74006
1657	42.61877
1656	43.49898
1655	44.37846
1654	45.25404
1653	46.12101
1652	46.97284
1651	47.80164
1650	48.60041
1649	49.36572
1648	50.09893
1647	50.80255
1646	51.47758
1645	52.12415
1644	52.74391
1643	53.34016
1642	53.91623
1641	54.47432
1640	55.01529
1639	55.53979
1638	56.04864
1637	56.5439
1636	57.0291
1635	57.5108
1634	57.99936
1633	58.50831
1632	59.05348
1631	59.65227
1630	60.32125
1629	61.07069
1628	61.89596
1627	62.77658
1626	63.6804
1625	64.57333
1624	65.42875
1623	66.23165
1622	66.97778
1621	67.67101
1620	68.32024
1619	68.93706
1618	69.53349
1617	70.12038
1616	70.70576
1615	71.29335
1614	71.88264
1613	72.4705
1612	73.05347
1611	73.62979
1610	74.20036
1609	74.76923
1608	75.34209
1607	75.92554
1606	76.52496
1605	77.14317
1604	77.77878
1603	78.42556
1602	79.07387
1601	79.71317
1600	80.33572
1599	80.93996
1598	81.53084
1597	82.1153
1596	82.69753
1595	83.27976
1594	83.86428
1593	84.45274
1592	85.04362
1591	85.6336
1590	86.21957
1589	86.7992
1588	87.36749
1587	87.92137
1586	88.46075
1585	88.98721
1584	89.50196
1583	90.00502
1582	90.49326
1581	90.96072
1580	91.40217
1579	91.81638
1578	92.20547
1577	92.57414
1576	92.92928
1575	93.27753
1574	93.62337
1573	93.9698
1572	94.32034
1571	94.67872
1570	95.04602
1569	95.41918
1568	95.79015
1567	96.14761
1566	96.47935
1565	96.77545
1564	97.03024
1563	97.24223
1562	97.41287
1561	97.54449
1560	97.63857
1559	97.69524
1558	97.71449
1557	97.69955
1556	97.6576
1555	97.59937
1554	97.53632
1553	97.47848
1552	97.43323
1551	97.4047
1550	97.39409
1549	97.39957
1548	97.41719
1547	97.44171
1546	97.46715
1545	97.48779
1544	97.499
1543	97.49738
1542	97.48136
1541	97.451
1540	97.40818
1539	97.35607
1538	97.29899
1537	97.24162
1536	97.1888
1535	97.14458
1534	97.11189
1533	97.09237
1532	97.08603
1531	97.09133
1530	97.1056
1529	97.12502
1528	97.14531
1527	97.16215
1526	97.17144
1525	97.17004
1524	97.15591
1523	97.12849
1522	97.08864
1521	97.03858
1520	96.98151
1519	96.92111
1518	96.86143
1517	96.80608
1516	96.75791
1515	96.71907
1514	96.69073
1513	96.67311
1512	96.66566
1511	96.66691
1510	96.675
1509	96.68765
1508	96.70246
1507	96.71709
1506	96.72974
1505	96.7391
1504	96.74448
1503	96.74599
1502	96.74422
1501	96.74019
1500	96.73505
1499	96.72987
1498	96.72556
1497	96.72294
1496	96.72241
1495	96.72425
1494	96.72859
1493	96.73562
1492	96.74548
1491	96.75856
1490	96.77509
1489	96.79572
1488	96.82085
1487	96.85097
1486	96.88643
1485	96.92729
1484	96.97321
1483	97.02345
1482	97.07663
1481	97.13092
1480	97.18411
1479	97.23387
1478	97.27764
1477	97.31327
1476	97.33945
1475	97.35526
1474	97.36123
1473	97.35858
1472	97.34971
1471	97.3378
1470	97.3264
1469	97.3193
1468	97.31981
1467	97.3307
1466	97.35359
1465	97.38889
1464	97.4356
1463	97.49149
1462	97.55305
1461	97.61616
1460	97.67616
1459	97.72861
1458	97.76972
1457	97.79656
1456	97.80793
1455	97.80397
1454	97.78661
1453	97.75902
1452	97.72563
1451	97.69115
1450	97.66051
1449	97.63792
1448	97.62661
1447	97.6284
1446	97.64342
1445	97.67017
1444	97.7058
1443	97.74625
1442	97.78695
1441	97.82321
1440	97.85083
1439	97.86653
1438	97.86844
1437	97.85629
1436	97.83145
1435	97.79659
1434	97.7555
1433	97.71244
1432	97.67148
1431	97.63628
1430	97.60923
1429	97.59142
1428	97.58248
1427	97.58067
1426	97.58298
1425	97.58586
1424	97.58543
1423	97.57825
1422	97.56175
1421	97.5346
1420	97.49694
1419	97.45035
1418	97.39782
1417	97.34303
1416	97.29021
1415	97.24341
1414	97.2059
1413	97.17978
1412	97.16573
1411	97.16272
1410	97.16831
1409	97.1788
1408	97.18983
1407	97.19695
1406	97.19617
1405	97.18468
1404	97.16122
1403	97.1263
1402	97.08214
1401	97.03231
1400	96.98125
1399	96.93346
1398	96.89302
1397	96.86288
1396	96.84419
1395	96.83621
1394	96.83628
1393	96.83982
1392	96.84109
1391	96.83356
1390	96.81112
1389	96.76846
1388	96.7023
1387	96.61148
1386	96.49747
1385	96.36391
1384	96.21603
1383	96.05973
1382	95.90096
1381	95.74427
1380	95.59248
1379	95.44592
1378	95.30251
1377	95.15776
1376	95.00542
1375	94.83829
1374	94.64949
1373	94.43351
1372	94.18751
1371	93.91187
1370	93.61068
1369	93.29091
1368	92.96254
1367	92.63636
1366	92.32271
1365	92.02996
1364	91.76362
1363	91.5255
1362	91.31374
1361	91.123
1360	90.94517
1359	90.77043
1358	90.58859
1357	90.39019
1356	90.16823
1355	89.9189
1354	89.64262
1353	89.34384
1352	89.03066
1351	88.71362
1350	88.40434
1349	88.11317
1348	87.85014
1347	87.62206
1346	87.43233
1345	87.28113
1344	87.16517
1343	87.07811
1342	87.01104
1341	86.95336
1340	86.89391
1339	86.82259
1338	86.73167
1337	86.6177
1336	86.48251
1335	86.33331
1334	86.18204
1333	86.0438
1332	85.9346
1331	85.86939
1330	85.85966
1329	85.91607
1328	86.03397
1327	86.2086
1326	86.4303
1325	86.68576
1324	86.95982
1323	87.23709
1322	87.50399
1321	87.75032
1320	87.9705
1319	88.16339
1318	88.33434
1317	88.49191
1316	88.64665
1315	88.8087
1314	88.98587
1313	89.18224
1312	89.39759
1311	89.62769
1310	89.86535
1309	90.1018
1308	90.32746
1307	90.53413
1306	90.71578
1305	90.86949
1304	90.99593
1303	91.09919
1302	91.18618
1301	91.26497
1300	91.34335
1299	91.42694
1298	91.51818
1297	91.616
1296	91.71635
1295	91.8131
1294	91.89928
1293	91.96869
1292	92.01697
1291	92.04224
1290	92.04556
1289	92.02991
1288	91.99912
1287	91.95678
1286	91.90518
1285	91.84442
1284	91.77225
1283	91.68414
1282	91.57385
1281	91.43423
1280	91.25826
1279	91.04021
1278	90.77766
1277	90.47205
1276	90.12939
1275	89.75991
1274	89.37659
1273	88.99327
1272	88.62253
1271	88.2738
1270	87.9526
1269	87.66022
1268	87.39407
1267	87.14841
1266	86.91528
1265	86.68521
1264	86.4484
1263	86.19568
1262	85.91995
1261	85.6171
1260	85.28687
1259	84.93231
1258	84.56003
1257	84.17828
1256	83.79631
1255	83.42296
1254	83.06581
